ltrans=1.0;unitid=00:00:24:c4:67:b0;timestamp=1206698418
timestamp;lat;lon;speed;direction;toerental_schroef_1;toerental_schroef_2
1206698779;52.439000;4.826283;1.820000;335.400000;67;9001
1206698784;52.439017;4.826267;2.430000;331.200000;67;9000
1206698790;52.439033;4.826233;1.070000;308.200000;67;11845
1206698795;52.439017;4.826233;5.350000;344.500000;67;11845
1206698800;52.439033;4.826217;1.870000;334.400000;67;9000
1206698805;52.439050;4.826200;1.550000;336.000000;27;10843
1206698810;52.439083;4.826183;1.840000;328.000000;27;10923
1206698815;52.439133;4.826133;1.580000;326.200000;27;5825
1206698820;52.439167;4.826117;2.070000;328.900000;7092;629
1206698827;52.439200;4.826083;1.780000;326.700000;16519;383
1206698832;52.439233;4.826067;1.190000;323.400000;3768;378
1206698837;52.439250;4.826050;1.410000;339.700000;13197;9000
1206698843;52.439267;4.826017;1.670000;330.800000;3660;9083
1206698848;52.439283;4.826000;1.660000;327.400000;622;13893
1206698853;52.439300;4.825983;1.130000;301.600000;15129;13769
1206698858;52.439317;4.825967;1.490000;318.800000;16770;13727
1206698863;52.439333;4.825950;1.200000;327.900000;8953;9532
